gene	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24
ENSRNOG00000055439	315.472	273.512	339.845	317.448	278.404	310.578	276.24
ENSRNOG00000055446	4550	4080	4517	4445	3463	4107	4026
ENSRNOG00000055449	0	0	0	0	0	0	0
ENSRNOG00000055450	414	548	459	416	310	399	427
ENSRNOG00000055451	6	2	9	5	6	6	5
ENSRNOG00000055454	2	0	1	1	1	0	1
ENSRNOG00000055455	0	0	0	1	0	0	0
ENSRNOG00000055466	509	459	462	461	398	458	445
ENSRNOG00000055471	3856.0029	3599.0017	3726.0031	3798.9971	3038.9971	3490.9995	3758.0031
ENSRNOG00000055473	0	0	0	0	0	0	0
ENSRNOG00000055475	0	0	0	0	0	0	0
ENSRNOG00000055481	0	0	0	0	1	0	0
ENSRNOG00000055484	0	0	0	0	0	0	0
ENSRNOG00000055486	72.39076	52.28168	83.12319	57.3428	65.59772	92.8839	70.0133
ENSRNOG00000055496	103	96	110	91	85	104	90
ENSRNOG00000055498	43	54	46.5	53	48.5	46.5	35
ENSRNOG00000055499	3.10028	9.01231	4.04206	5.05675	4.03234	7.01214	6.10773
ENSRNOG00000055506	1	8	7	8	6	8	8
ENSRNOG00000055508	0	0	0	1.00742	1	0	0
ENSRNOG00000055512	6	1	3.00933	4	1	1	3
ENSRNOG00000055518	4.86135	0	3.90102	0	1.45667	3.06606	1
ENSRNOG00000055519	40	51	43	49	44	55	48
ENSRNOG00000055523	0	0	0	0	0	0	0
ENSRNOG00000055524	835	755	964	856	726	830	834
ENSRNOG00000055525	1329	1310	1367	1603	1149	1505	1384
ENSRNOG00000055526	11.561	23.3164	7.05387	8.14608	5.92843	10.5615	12.8494
ENSRNOG00000055527	217	253	205	258	248	217	317
ENSRNOG00000055529	0	0	0	0	0	0	0
ENSRNOG00000055530	473	475	514	618	479	550	569
ENSRNOG00000055531	498.24323	423.42988	589.42394	457.59574	388.01644	521.3171	408.04639
ENSRNOG00000055533	8	7	5	5	0	9	3
ENSRNOG00000055534	0	0	0	0	0	0	0
ENSRNOG00000055535	0	0	0	0	0	0	0
ENSRNOG00000055538	0	0	0	0	0	0	0
ENSRNOG00000055541	0	0	0	0	0	0	0
ENSRNOG00000055542	0	0	0	0	0	0	0
ENSRNOG00000055547	77.00001	63.9999	56.00005	67	44.99997	57	47.00001
ENSRNOG00000055557	1	1	3	3	1	0	1
ENSRNOG00000055562	2636.004	2036.996	2361.001	2495.997	1853.002	2243.995	2190.003
ENSRNOG00000055564	568	508	452	417	384	413	493
ENSRNOG00000055567	188	152	201	144	169	212	213
ENSRNOG00000055568	5.59829	0	5.62449	0	2.87286	1.40153	1.4047
ENSRNOG00000055570	1	2	8	2	0	1	0
ENSRNOG00000055572	4736	4890	4996	5355	4456	4601	5433
ENSRNOG00000055575	0	0	0	0	0	0	0
ENSRNOG00000055579	4865.003	4198.0001	4668.0046	4943.9976	3936.0025	4596.0018	4709.0056
ENSRNOG00000055581	0	0	0	0	0	0	0
ENSRNOG00000055583	3610.0022	3037.995	3402.0006	4157.9972	3246.9971	3645.9977	3920.003
ENSRNOG00000055586	1	0	0	1	0	0	0
ENSRNOG00000055589	0	0	0	0	0	0	0
ENSRNOG00000055596	0	0	0	0	0	0	0
ENSRNOG00000055597	541	469	527	618	440	519	581
ENSRNOG00000055604	0	0	0	0	0	0	0
ENSRNOG00000055605	0	0	0	0	0	0	0
ENSRNOG00000055606	0	0	0	0	0	0	0
ENSRNOG00000055608	130	105	126	121	85	109	112
ENSRNOG00000055613	0	0	0	0	0	0	0
ENSRNOG00000055619	0	0	0	0	0	0	0
ENSRNOG00000055620	0	0	0	0	0	0	0
ENSRNOG00000055624	10.3771	39.5255	40.2147	38.1441	29.9245	18.1632	36.9444
ENSRNOG00000055627	0	0	0	0	0	0	0
ENSRNOG00000055630	0	0	0	0	0	0	0
ENSRNOG00000055631	805	701	775	763	695	777	773
ENSRNOG00000055633	0	0	0	0	0	0	0
ENSRNOG00000055634	375.447	335.491	408.229	383.71	335.56	361.362	333.865
ENSRNOG00000055636	0	0	0	0	0	0	0
ENSRNOG00000055638	0	0	0	0	0	0	0
ENSRNOG00000055639	0	0	0	0	0	0	0
ENSRNOG00000055641	438	345	389	420	302.0005	390	384
ENSRNOG00000055642	0	0	0	0	0	2	0
ENSRNOG00000055647	775	661	713	762	591	580.00016774	656
ENSRNOG00000055648	484.0003	410.0004	471.9999	448	371.0005	465	423.9999
ENSRNOG00000055649	0	0	0	0	0	0	0
ENSRNOG00000055650	12	7	18	3.000003	19.99997	5	15
ENSRNOG00000055655	0	0	0	0	0	0	0
ENSRNOG00000055661	24.5832	18.3996	16.4816	12.3895	22.5824	20.0209	14.5681
ENSRNOG00000055662	27.0655	42.8332	39.7059	33.8753	27.2953	38.2612	29.9543
ENSRNOG00000055667	0	1.5	1.5	0.5	0	1	1
ENSRNOG00000055669	0	0	0	0	0	0	0
ENSRNOG00000055670	0	0	0	0	0	0	0
ENSRNOG00000055671	0	0	0	0	0	0	0
ENSRNOG00000055672	1	0	0	1	1	1	1
ENSRNOG00000055673	13	8	4	15	7	9	13
ENSRNOG00000055678	0	0	0	0	0	0	0
ENSRNOG00000055679	14	19	22	12	15	12	22
ENSRNOG00000055680	0	0	0	0	0	1	1
ENSRNOG00000055683	1.01947	1.01537	0	0	0	0	0
ENSRNOG00000055684	1	0	0	0	0	0	0
ENSRNOG00000055689	0	0	0	0	0	1	2
ENSRNOG00000055700	0	0	2	0	0	0	0
ENSRNOG00000055705	0	0	0	0	0	0	0
ENSRNOG00000055713	0	0	0	0	0	0	0
ENSRNOG00000055714	10	4	5	3	5	6	4
ENSRNOG00000055716	29.6849	24.4199	35.5824	20.3221	25.4596	24.3997	31.8284
ENSRNOG00000055719	0	0	0	0	0	0	0
ENSRNOG00000055721	474	479	430	538	444	487	523
ENSRNOG00000055726	0	0	0	0	0	0	0
ENSRNOG00000055728	0	0	0	0	0	0	0
ENSRNOG00000055734	0	0	0	0	0	0	0
ENSRNOG00000055735	0	0	0	0	0	0	0
ENSRNOG00000055738	139.753	134.398	186.451	154.872	93.4316	136.596	151.011
ENSRNOG00000055742	1	0	0	0	0	0.5	0
ENSRNOG00000055751	60	76	71	59	61	59	53
ENSRNOG00000055756	2460	2264	2528	2222	2086	2191	2367
ENSRNOG00000055757	0	0	0	0	0	0	0
ENSRNOG00000055760	497.357	488.518	528.734	439.186	426.334	493.625	473.785
ENSRNOG00000055761	1098	950	1096	1208	975	1086	1079
ENSRNOG00000055764	0	0	0	0	0	0	0
ENSRNOG00000055765	605.473	621.715	679.007	746.604	601.582	630.774	815.495
ENSRNOG00000055769	1	1	1	9	1	1	2
ENSRNOG00000055770	0.513956	1.5447	0	0	0	0.513786	0
ENSRNOG00000055773	0	0	0	0	0	0	0
ENSRNOG00000055775	0	0	0	0	0	0	0
ENSRNOG00000055777	0	0	0	1.14789	0	0	0
ENSRNOG00000055779	782.0003	721	809.9996	810.9994	656.999500505783	760.9996	688
ENSRNOG00000055786	0	0	0	0	0	0	0
ENSRNOG00000055790	20	22	25	22	28	26	15
ENSRNOG00000055793	0	0	0	0	0	0	0
ENSRNOG00000055795	55	47	47	47	39	42	39
ENSRNOG00000055798	0	1.5	0	0	0	0.5	0.5
ENSRNOG00000055807	0	0	0	0	0	0	0
ENSRNOG00000055809	90.3153	63.327	90.1814	52.2867	62.7238	61.0169	87.5564
ENSRNOG00000055814	0	0	0	0.672084	0	0	1.3418
ENSRNOG00000055817	2	0	0	3	0	1	2
ENSRNOG00000055818	0	0	0	0	0	0	0
ENSRNOG00000055822	7	5	3	2	3	1	2
ENSRNOG00000055829	0	0	0	0	0	0	0
ENSRNOG00000055834	0	0	0	0	0	0	0
ENSRNOG00000055837	0	0	0	0	0	0	0
ENSRNOG00000055843	0	0	0	0	0	0	0
ENSRNOG00000055846	99.9794	103.389	143.683	98.8598	91.1493	127.539	120.507
ENSRNOG00000055849	0	0	0	0	0	0	0
ENSRNOG00000055853	1905.05	1808.53	2004.33	2093.7	1684	1844.12	2016
ENSRNOG00000055858	7	8	5	2	1	1	0
ENSRNOG00000055860	2597	2338	2566	2581	2268	2723	2415
ENSRNOG00000055867	35.3994	31.9307	26.9511	16.6993	5.45689	8.04292	0
ENSRNOG00000055869	0	0	0	0	0	0	0
ENSRNOG00000055872	0	0	0	0	0	0	0
ENSRNOG00000055877	0	0	0	0	0	0	0
ENSRNOG00000055886	6	7	9	4	5	8	7
ENSRNOG00000055887	0	0	5.16131	0	0	0	0
ENSRNOG00000055888	0	0	0	0	0	0	0
ENSRNOG00000055889	2	2	1	0	1	0	1
ENSRNOG00000055892	0	0	0	0	0	0	0
ENSRNOG00000055895	0	0	0	0	0	0	0
ENSRNOG00000055898	0	0	0	0	0	0	0
ENSRNOG00000055899	0	3	1	0	0	1	0
ENSRNOG00000055900	1.00406	0	1.0043	0	2.02316	1.01477	1.01526
ENSRNOG00000055909	1	0	0	0	0	0	0
ENSRNOG00000055910	0	0	0	0	0	0	0
ENSRNOG00000055911	7.04471	5.97921	3.08532	1.50903	1.46669	4.59382	6.35027
ENSRNOG00000055915	595	550	646	679.794	475	584	592
ENSRNOG00000055916	0	0	0	0	0	0	0
ENSRNOG00000055917	1163	1007	1100	1151	985	1074	950
ENSRNOG00000055919	0	0	0	0	0	0	0
ENSRNOG00000055922	12.5	10.5	15	12.5	7.5	10.5	13
ENSRNOG00000055923	1	0	3	2	0	1	0
ENSRNOG00000055925	4910	4266	4676	5027	3943	4653	4327
ENSRNOG00000055933	0	1	0	1	1	0	1
ENSRNOG00000055934	2.58153	5	1	1	1	2	0
ENSRNOG00000055935	0	0	0	0	0	0	0
ENSRNOG00000055936	128	117	87	115	62	83	93
ENSRNOG00000055938	0	0	0	0	0	0	0
ENSRNOG00000055939	21	16	40	15	19	18	24
ENSRNOG00000055942	22.9735	31.13	36.4426	23.0517	25.3553	36.0633	33.5682
ENSRNOG00000055950	0	0	0	0	0	0	0
ENSRNOG00000055956	9232.79	9721.51	6195.56	8252.48	11842.7	10051.6	10048.3
ENSRNOG00000055962	9923.21	8129.69	9008.07	10668.4	8748.14	8865.82	9380.33
ENSRNOG00000055964	0	0	0	0	0	0	0
ENSRNOG00000055966	14	9	14	16	13	16	9
ENSRNOG00000055972	1.75	1.26984	1	1.06667	0.285714	1.925	0.5
ENSRNOG00000055974	0	0	0	0	0	0	0
ENSRNOG00000055976	102	94	80	93	67	70	90
ENSRNOG00000055977	0	0	0	0	0	0	0
ENSRNOG00000055981	0	0	0	2.46867	0	0	0
ENSRNOG00000055982	0	0	0	0	0	0	0
ENSRNOG00000055984	2489	2150	2538	2513	2071	2327	2176
ENSRNOG00000055986	0	0	0	0	2	0	0
ENSRNOG00000055991	0	0	0	0	1	1	1
ENSRNOG00000055994	0	0	0	0	0	0	0
ENSRNOG00000055996	0	0	0	0	0	0	0
ENSRNOG00000055999	0	0	0	0	0	0	2
ENSRNOG00000056001	3	10	13	9	3	4	7
ENSRNOG00000056007	0	0	0	0	0	0	0
ENSRNOG00000056009	2725	2529	2798	3045	2113.996	2531	2621
ENSRNOG00000056010	17.883	35.5746	46.2448	43.2249	46.2067	27.7851	24.4948
ENSRNOG00000056011	331.808	278.247	319.655	336.728	204.036	303.794	279.827
ENSRNOG00000056012	14	10	15	15	10	13	15
ENSRNOG00000056017	160	140	135	160	137	124	114
ENSRNOG00000056021	0	0	0	0	0	0	0
ENSRNOG00000056022	0	1.60337	4.69714	1.37547	0	0	0
ENSRNOG00000056024	1269.2247	1063.3527	1247.0845	1216.1299	952.5532	1178.817	1247.3536
ENSRNOG00000056028	0	0	0	0	0	0	0
ENSRNOG00000056033	134.405	142.534	219.195	163.132	134.824	170.388	190.542
ENSRNOG00000056036	80.5286	87.4392	105.523	87.4154	61	87.7903	92.4101
ENSRNOG00000056038	3116.996	1993.998	2747	2662	2164.999	2920.004	2257
ENSRNOG00000056041	634	521	581	572	498	540	565
ENSRNOG00000056043	0	0	0	0	0	0	0
ENSRNOG00000056045	0	0	0	1	0	0	0
ENSRNOG00000056051	0	0	0	0	0	0	0
ENSRNOG00000056052	0	0	0	0	0	0	0
ENSRNOG00000056057	0	0	0	0	0	1	0
ENSRNOG00000056059	0	0	0	0	0	0	0
ENSRNOG00000056060	27.5392	12.4337	23.8779	16.0978	25.6217	20.113	13.2088
ENSRNOG00000056062	0.00172287	3.81505	0	3	7	11	0
ENSRNOG00000056063	0	0	0	0	0	1	0
ENSRNOG00000056069	794	606	742	646	589	703	378
ENSRNOG00000056073	12.1605	5.96013	7.37317	8.5477	8.97767	5.15378	9.88486
ENSRNOG00000056076	1152.5	1749.5	1082	1071	950.971	941	1045.5
ENSRNOG00000056087	6	0	1	3	0	3	1
ENSRNOG00000056092	1	0	1	0	1	1	0
ENSRNOG00000056094	4	1	1	2	1	4	3
ENSRNOG00000056095	0	0	0	0	0	0	0
ENSRNOG00000056097	0	0	0	0	0	0	0
ENSRNOG00000056098	221	187	221	231	186	218	202
ENSRNOG00000056102	0	0	0	0	0	0	0
ENSRNOG00000056106	1262	1142	1311	1444	1088	1337	1191
ENSRNOG00000056110	0	0	0	0	0	0	0
ENSRNOG00000056118	2720	2668	2440	3053	2188	2784	2402
ENSRNOG00000056126	2	0	0	1	1	2	0
ENSRNOG00000056128	732.678	667.011	687.356	678.463	579.173	685.919	713.888
ENSRNOG00000056130	44	39	58	69	44	42	54
ENSRNOG00000056132	0	0	0	0	0	0	0
ENSRNOG00000056135	983	1091	1064	1126	936	1107	1012
ENSRNOG00000056141	13	7	7	6	5	10	4
ENSRNOG00000056144	0	0	0	0	0	0	0
ENSRNOG00000056148	522	449	512	539	344	446	442
ENSRNOG00000056150	1853	1640	1865	1765	1365	1624	1650
ENSRNOG00000056151	0	0	3	0	0	0	0
ENSRNOG00000056153	114	85	106	73	83	103	64
ENSRNOG00000056154	1.98551	2.12416E-06	0.933767	0	0	3.85978	1.90524
ENSRNOG00000056156	1562	1235	1517	1416	1186	1387	1406
ENSRNOG00000056162	6.34274	17.3448	17.1052	27.1124	14.6967	35.924	19.5428
ENSRNOG00000056163	0	1	0	1	0	0	0
ENSRNOG00000056174	36	26	42	42	34	30	29
ENSRNOG00000056175	0	0	0	0	0	0	0
ENSRNOG00000056176	0	0	0	1	1	1	0
ENSRNOG00000056177	0	0	0	0	2	2	0
ENSRNOG00000056179	0	0	0	0	0	0	0
ENSRNOG00000056184	53	37	38	35	19	47	28
ENSRNOG00000056186	0	0	0	0	0	0	0
ENSRNOG00000056187	56.6149	40.253	80	60	57	49	63.9706
ENSRNOG00000056194	0	0	0	0	0	0	0
ENSRNOG00000056197	0	0	0	0	0	0	0
ENSRNOG00000056207	3602.99	3527.96	3785	3442.98	3019	3450	3564.99
ENSRNOG00000056208	0	0	1	0	0	0	0
ENSRNOG00000056209	132	103	138	130	102	122	96
ENSRNOG00000056212	10.66681	16.99801	5.09784	25.53088	23.3156	16.0447	14.32031
ENSRNOG00000056216	564	565	563	575	492	596	529
ENSRNOG00000056219	181	151	212	144	174	211	237
ENSRNOG00000056221	11	14	9	12	15	15	10
ENSRNOG00000056223	195	214	224	226	201	220	187
ENSRNOG00000056226	122	102	119	79	91	94	65
ENSRNOG00000056228	258	207	228	213	187	230	181
ENSRNOG00000056235	0	0	1	0.5	0	0	0
ENSRNOG00000056241	3.75109	5.91767	20.6773	3.46603	2.55812	7.03667	6.06735
ENSRNOG00000056243	242	185	196.99992	166	146.9999	205.0004	203.0002
ENSRNOG00000056246	2093.537	1911.108	2111.731	1943.684	1772.995	2013.674	1953.016
ENSRNOG00000056248	2603.72	2470.69	2552.9	2737.73	2275.15	2702.06	2463.79
ENSRNOG00000056251	0	0	0	0	0	0.5	0
ENSRNOG00000056254	85	79	103	79	70	78	81
ENSRNOG00000056255	0	0	0	0	0	0	0
ENSRNOG00000056257	12	11	8	13	6	6	3
ENSRNOG00000056258	6	8	3	4	6	2	9
ENSRNOG00000056259	0	0	0	0	0	0	0
ENSRNOG00000056266	0	0	0	0	0	0	0
ENSRNOG00000056271	0	0	0	0	0	0	0
ENSRNOG00000056273	0	0	0	0	0	0	0
ENSRNOG00000056275	1	0	0	0	0	2	2
ENSRNOG00000056277	0	0	0	0	0	0	0
ENSRNOG00000056278	1.999995	3	1.999999	8	2	8	1
ENSRNOG00000056280	0	0	0	0	0	0	0
ENSRNOG00000056281	3	3	0	4	3	1	2
ENSRNOG00000056285	0	0	0	0	0	0	0
ENSRNOG00000056290	0	0	0	0	0	0	0
ENSRNOG00000056297	605	524	527	645	484	542	611
ENSRNOG00000056298	64	73	80	79	55	65	73
ENSRNOG00000056299	0	0	0	0	0	0	0
ENSRNOG00000056301	1	0	0	0	0	0	0
ENSRNOG00000056310	0	0	1.64329	0.0755906	0	0	0
ENSRNOG00000056316	0	0	0	0	0	0	0
ENSRNOG00000056320	0	0	0	0	0	0	0
ENSRNOG00000056321	0	0	1	0	1	0	0
ENSRNOG00000056325	1048	918	1056.9976	994	804.0002	1043.0001	971.9998
ENSRNOG00000056330	0	0	0	0	0	0	0
ENSRNOG00000056331	113.296	92.7536	107.909	57.0964	77.8455	68.3799	86.8738
ENSRNOG00000056332	363	328	353	332	239	329	305
ENSRNOG00000056335	0	0	0	0	0	0	0
ENSRNOG00000056337	640	553	635	660	543	573	639
ENSRNOG00000056338	36	21	36	29	21	27	43
ENSRNOG00000056341	0	0	1	0	0	0	0
ENSRNOG00000056343	1952	1635	2041	2123	1625	2053	2060
ENSRNOG00000056344	6	5	2	11	7	6	12
ENSRNOG00000056345	0	0	0	0	0	0	0
ENSRNOG00000056358	1	0	0	2	0	0	0
ENSRNOG00000056362	136	130	130	142	112	164	140
ENSRNOG00000056363	10.0229	7.02827	13.9954	11.0885	17.0618	15.1024	16.017
ENSRNOG00000056369	0	0	0	0	0	2	0
ENSRNOG00000056370	0	0	0	0	1	0	0
ENSRNOG00000056371	1880.86	1720.6	1971.37	2027.3	1631.42	1817.95	1935.72
ENSRNOG00000056374	543	527	543	474	399	517.632	434
ENSRNOG00000056376	547	622	543	648	528	627	586
ENSRNOG00000056398	670.228	556.92	612.18	598.485	504.618	599.401	601.794
ENSRNOG00000056400	1	0	3	0	0	1	0
ENSRNOG00000056406	0	0	0	0	0	0	0
ENSRNOG00000056407	2	0	1	3	0	0	11
ENSRNOG00000056409	0	0	0	0	0	0	0
ENSRNOG00000056411	26.6823	18.9289	16.316	12.5681	9.66615	18.3977	2.99206
ENSRNOG00000056413	0	0	0	0	0	0	0
ENSRNOG00000056415	0	0	0	0	0	0	0
ENSRNOG00000056435	126	149	133	143	128	136	115
ENSRNOG00000056438	183.139	176.386	199.2	177.892	136.979	192.144	218.588
ENSRNOG00000056446	25	41	31	14	20	21	21
ENSRNOG00000056447	0	0	0	0	0	0	0
ENSRNOG00000056451	0	0	0	0	0	0	0
ENSRNOG00000056457	1219	1257	1230	1399	1147	1187	1512
ENSRNOG00000056458	383.68	274.405	345.033	287.223	268.0913	316.1895	273.935
ENSRNOG00000056462	2044.9256	1823.4568	2089.7582	1991.377	1631.9155	1991.508	2071.675
ENSRNOG00000056463	0	0	0	0	0	0	0
ENSRNOG00000056466	0	0	1	0	0	0	0
ENSRNOG00000056468	0	0	0	0	0	0	0
ENSRNOG00000056471	5	6	4	1	0	3	2
ENSRNOG00000056474	81	94	91	126	95	106	102
ENSRNOG00000056476	4.72465	7	2.00723	8.0057	4.92335	2	8.00348
ENSRNOG00000056477	0	1.03609	0	0.518516	0	0.520086	0.517615
ENSRNOG00000056478	10.6103	29.7157	29.5344	15.3677	27.4659	43.5859	15.6445
ENSRNOG00000056482	0	0	0	0	0	0	0
ENSRNOG00000056485	658.45	576.852	710.5	686.316	545.903	693.925	646.18
ENSRNOG00000056486	0	0	0	0	0	0	0
ENSRNOG00000056487	3079.99742	2843.005	3064.002	3063.001	2593.004	2955.996	3174.996
ENSRNOG00000056490	167.996	206.723	246.082	203.438	169.044	239.407	243.358
ENSRNOG00000056493	3	5	7.999995	7	3	7.00000111001	7
ENSRNOG00000056495	0	0	0	0	0	0	0
ENSRNOG00000056519	0	0	0	0	0	0	0
ENSRNOG00000056524	553	605	514	647	457	508	458
ENSRNOG00000056526	1.01095	2.02222	6.07475	3.03048	3.02669	6.06979	2.0237
ENSRNOG00000056529	0	0	0	0	0	0	0
ENSRNOG00000056532	0	0	1.00477	1.00696	1.51182	0	0
ENSRNOG00000056537	12	8	14	15	11	16	12
ENSRNOG00000056540	0	0	0	0	0	0	0
ENSRNOG00000056545	0	0	0	0	0	0	0
ENSRNOG00000056550	1553.335	1343.34	1499.001	1635.999	1370.998	1582.41	1634.004
ENSRNOG00000056553	6	9	8	12	6	11	12
ENSRNOG00000056555	3.61483	5.31165	14.493	10.3865	6.0944	4.35025	14.8502
ENSRNOG00000056558	0	2	2	1	0	0	0
ENSRNOG00000056562	163.754	111.272	152.205	187.478	127.402	144.267	181.974
ENSRNOG00000056563	0	0	0	0	0	0	0
ENSRNOG00000056574	0	0	0	0	0	0	0
ENSRNOG00000056577	47.7641	61.5145	75.6396	51.2315	36.3063	42.1765	66.1809
ENSRNOG00000056579	0	0	0	0	0	0	0
ENSRNOG00000056580	2	2	1	3	2	4	2
ENSRNOG00000056582	1	1	1	0	0	0	1
ENSRNOG00000056585	1499.9	1494.92	1581.79	1707.96	1430.96	1336.82	1988.82
ENSRNOG00000056595	0	0	0	0	0	0	0
ENSRNOG00000056596	2269.997	2510	2353	2647	2093.004	2322.996	2258
ENSRNOG00000056610	742	769	828	784	664	711	806
ENSRNOG00000056612	9	7	2	4	2	7	5
ENSRNOG00000056617	2060.57	1824.17	2131.99	1929.57	1382.51	2017.69	1736.27
ENSRNOG00000056621	113.744	110.209	140.744	113.478	94.2487	96.2739	98.0087
ENSRNOG00000056627	0	0	0	0	0	0	0
ENSRNOG00000056629	2.1427	2.11114	4.22629	4.2173	5.22875	5.36596	1.07363
ENSRNOG00000056631	17.0075	24.0037	29.0315	19.0029	13.0209	18.0113	17.0058
ENSRNOG00000056633	0	0	0	0	0	0	0
ENSRNOG00000056637	1267.00062	1080.00009	1150.00063	1312.99945	1045.00032	1168.00002	1144.00094
ENSRNOG00000056639	0	0	0	0	0	0	0
ENSRNOG00000056643	9	3	10	10	10	13	6
ENSRNOG00000056647	1025	898	938	866	858	879	942
ENSRNOG00000056651	118.487	152.087	137.698	93.6133	91.9519	112.806	89.2731
ENSRNOG00000056653	0	0	0.00575398	0	0	0	0
ENSRNOG00000056654	20	18	21	23	16	13	17
ENSRNOG00000056658	95	125	101	126	86	108	105
ENSRNOG00000056659	401	326	427	403	293	381	306
ENSRNOG00000056660	0	0	0	0	0	0	0
ENSRNOG00000056662	0	0	0	0	0	0	0
ENSRNOG00000056665	0	0	0	0	0	0	0
ENSRNOG00000056670	24.1881	20.7313	31.3587	27.7704	10.9789	31.3042	24.7256
ENSRNOG00000056675	0	0	0	0	0	0	0
ENSRNOG00000056678	1397	1333	1424	1536	1276	1460	1482
ENSRNOG00000056683	0	0	0	0	0	0	0
ENSRNOG00000056688	0	0	1	0	0	0	0
ENSRNOG00000056689	0	0	0	0	0	0	0
ENSRNOG00000056692	16	17	21.615	11.6296	15.5906	12.6039	11.4688
ENSRNOG00000056694	26	36	50.6513	31	28	39	25
ENSRNOG00000056697	23	28	23	22	11	22	27
ENSRNOG00000056701	833.776	859.37	908.916	773.87	714.125	820.017	836.643
ENSRNOG00000056703	4388.7806	3762.7361	4547.1007	3940.84503	3537.9542	4165.6382	4141.076
ENSRNOG00000056705	0	1	0	0	0	0	0
ENSRNOG00000056708	1	2	1	4	6	1	10
ENSRNOG00000056712	0	0	0	0	0	0	0
ENSRNOG00000056714	11	7	8	8	12	11	15.99998
ENSRNOG00000056715	0	0	0	0	0	0	0
ENSRNOG00000056716	758.1736	752.03092	937.58509	837.369	666.2471081959	854.5767817152	899.547187323
ENSRNOG00000056718	49	53	45	57	48	69	44
ENSRNOG00000056721	527.0002	458	504.9997	458.000061119	348.0001	501.99991	372.99992
ENSRNOG00000056728	1593	1319	1475	1424	1210	1313	1281
ENSRNOG00000056731	14.7759	10.6834	19.6054	27.4066	16.1683	5.5637	9.26991
ENSRNOG00000056733	0	0	0	0	0	0	0
ENSRNOG00000056735	113	113	113	126	97	123	105
ENSRNOG00000056739	23	10	14	9	10	10	9
ENSRNOG00000056740	0	0	2	0	0	0	0
ENSRNOG00000056742	0	0	0	0	0	0	0
ENSRNOG00000056746	13	14	15	22	15	10	16
ENSRNOG00000056747	9232.79	9721.51	6195.56	8252.48	11842.7	10051.6	10048.3
ENSRNOG00000056748	50.8782	55.7228	54.3298	62.7413	50.4965	67.4544	73.2855
ENSRNOG00000056750	0	0	0	0	0	0	0
ENSRNOG00000056753	763.0001	581.9997	762.9997	695.9995	656.99973	803.9999	829.9995
ENSRNOG00000056756	2529.0026	1923.9999	2393.007	2487.0025	1963.0008	2287.9963	2059.0588
ENSRNOG00000056760	0	0	0	0	0	0	0
ENSRNOG00000056765	18962.9	17709.9	19291.9	18014.9	16636.9	16933.9	19222.9
ENSRNOG00000056767	60	72	62	72	60.00004	66	55
ENSRNOG00000056768	338.506	278.443	323.38	366.047	275.875	332.47	303.904
ENSRNOG00000056772	476	420	449	545	392	479	374
ENSRNOG00000056777	0	0	0	0	0	0	0
ENSRNOG00000056781	0	0	1	0	0	0	0
ENSRNOG00000056783	0	0	0	0	0	0	0
ENSRNOG00000056786	1261.49	1128.57	1174.19	1339.39	1013.55	1161.69	1255.59
ENSRNOG00000056787	0	0	0	0	0	0	0
ENSRNOG00000056793	0	0	6	0	2	3	3
ENSRNOG00000056798	0	1.49072E-06	0	0	3.10371E-05	1.18324E-05	1.82077E-06
ENSRNOG00000056805	0	0	0	0	0	0	0
ENSRNOG00000056807	0	0	0	0	0	0	0
ENSRNOG00000056808	0	0	0	0	0	0	0
ENSRNOG00000056810	69.1436	38.1352	64.6327	31.7027	32.9619	34.021	49.2777
ENSRNOG00000056817	21	20	27	11	22	14	32.00001
ENSRNOG00000056819	5.36433	8.52945	15.03	7.26545	7.40567	10.6375	7.29813
ENSRNOG00000056820	0	0	0	0	0	0	0
ENSRNOG00000056825	0	0	0	0	0	0	0
ENSRNOG00000056826	96	96	116.00003	111.000052	61.99994	101	105.00003
ENSRNOG00000056828	0	0	0	0	0	0	0
ENSRNOG00000056830	0	0	0	0	0	0	0
ENSRNOG00000056833	0	0	0	0	0	0	0
ENSRNOG00000056836	1044	1246	1103	1277	1076	1026	1812
ENSRNOG00000056837	1235.9986	1137.997	1182.9984	1302.9993	994.9996	1082.9963	1182.0024
ENSRNOG00000056845	0	0	0	0	0	0	0
ENSRNOG00000056846	0	0	0	0	0	0	0
ENSRNOG00000056847	3.01218	1.00167	1.00869	0	3.00516	4.00396	2.0077
ENSRNOG00000056851	0	0	0	0	0	1	0
ENSRNOG00000056853	4408	3959	4356	4346	3528	4126	3862
ENSRNOG00000056854	0	0	0	0	0	0	0
ENSRNOG00000056855	0	0	0	5.68984	11.967	17.1531	35.0063
ENSRNOG00000056863	1.01016	1.01115	0	0	2.02397	1.01367	1.01432
ENSRNOG00000056865	0	0	0	0	0	0	0
ENSRNOG00000056869	0	1.33333	0	1.6	0	1.375	3.5
ENSRNOG00000056870	4207.58	3843	4294.6	4389.58	3766.95	4178.15	4206.02
ENSRNOG00000056873	0	0	0	0	0	0	0
ENSRNOG00000056878	6.1199	4.08185	12.2997	11.2354	6.14341	6.12266	11.2361
ENSRNOG00000056884	0	0	0	0	0	0	0.5
ENSRNOG00000056887	0	0	0	0	0	0	0
ENSRNOG00000056889	513	476	521	563	400	463	462
ENSRNOG00000056890	0	0	0	0	0	0	0
ENSRNOG00000056892	0	0	1	0	0	0	0
